<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.18	12:53:00	4910.97	4913.53	4910.76	4913.24	99	0	16
2026.02.18	12:54:00	4913.22	4913.66	4912.28	4912.32	76	0	17
2026.02.18	12:55:00	4912.30	4912.99	4912.24	4912.84	47	0	16
2026.02.18	12:56:00	4912.82	4914.81	4912.82	4914.81	67	0	16
2026.02.18	12:57:00	4914.84	4916.71	4914.49	4914.74	149	0	16
2026.02.18	12:58:00	4914.79	4915.04	4914.29	4914.42	99	0	16
2026.02.18	12:59:00	4914.48	4915.07	4914.47	4914.47	79	0	16
2026.02.18	13:00:00	4914.48	4915.13	4914.07	4914.85	133	0	16
2026.02.18	13:01:00	4914.89	4914.94	4914.04	4914.38	66	0	16
2026.02.18	13:02:00	4914.42	4914.45	4912.51	4912.72	88	0	17
2026.02.18	13:03:00	4912.71	4914.71	4912.62	4914.30	97	0	16
2026.02.18	13:04:00	4914.31	4914.48	4913.24	4913.99	78	0	16
2026.02.18	13:05:00	4914.00	4914.80	4913.76	4913.80	51	0	17
2026.02.18	13:06:00	4913.82	4914.82	4913.50	4914.13	84	0	16
2026.02.18	13:07:00	4914.14	4914.20	4913.07	4913.09	112	0	17
2026.02.18	13:08:00	4913.08	4913.60	4912.74	4912.84	184	0	17
2026.02.18	13:09:00	4912.78	4913.56	4912.43	4913.28	155	0	17
2026.02.18	13:10:00	4913.27	4914.62	4913.02	4914.00	159	0	16
2026.02.18	13:11:00	4913.99	4914.14	4913.55	4913.63	103	0	17
2026.02.18	13:12:00	4913.58	4915.19	4913.43	4915.14	74	0	18
2026.02.18	13:13:00	4915.13	4915.31	4914.74	4915.15	104	0	16
2026.02.18	13:14:00	4915.10	4916.36	4914.90	4915.68	143	0	18
2026.02.18	13:15:00	4915.68	4917.36	4915.36	4916.72	240	0	18
2026.02.18	13:16:00	4917.23	4917.23	4915.48	4916.25	189	0	16
2026.02.18	13:17:00	4916.26	4917.31	4916.08	4916.56	158	0	16
2026.02.18	13:18:00	4916.66	4917.14	4916.27	4917.00	144	0	17
2026.02.18	13:19:00	4917.06	4917.09	4916.00	4916.85	123	0	16
2026.02.18	13:20:00	4916.82	4917.56	4916.45	4916.96	105	0	17
2026.02.18	13:21:00	4916.95	4916.95	4915.38	4915.63	87	0	17
2026.02.18	13:22:00	4915.67	4916.29	4914.94	4915.80	74	0	16
2026.02.18	13:23:00	4915.80	4916.32	4915.42	4916.32	62	0	19
2026.02.18	13:24:00	4916.34	4917.58	4916.34	4916.38	82	0	18
2026.02.18	13:25:00	4916.41	4916.45	4915.15	4915.78	84	0	17
2026.02.18	13:26:00	4915.71	4915.72	4914.76	4915.65	107	0	18
2026.02.18	13:27:00	4915.64	4916.25	4915.44	4915.67	72	0	18
2026.02.18	13:28:00	4915.71	4915.95	4915.22	4915.85	48	0	16
2026.02.18	13:29:00	4915.84	4915.91	4914.62	4915.36	73	0	16
2026.02.18	13:30:00	4915.38	4915.79	4915.16	4915.40	74	0	17
2026.02.18	13:31:00	4915.18	4915.75	4914.93	4915.55	58	0	18
2026.02.18	13:32:00	4915.53	4916.45	4914.42	4914.61	86	0	17
2026.02.18	13:33:00	4914.57	4914.82	4913.67	4914.09	136	0	17
2026.02.18	13:34:00	4914.08	4914.08	4912.41	4912.93	143	0	17
2026.02.18	13:35:00	4912.90	4913.76	4912.88	4913.10	91	0	16
2026.02.18	13:36:00	4913.15	4914.68	4913.09	4914.33	80	0	17
2026.02.18	13:37:00	4914.27	4914.47	4913.20	4913.21	96	0	17
2026.02.18	13:38:00	4913.28	4915.96	4913.28	4915.88	109	0	18
2026.02.18	13:39:00	4915.90	4916.01	4914.22	4914.62	100	0	16
2026.02.18	13:40:00	4914.62	4914.69	4913.73	4914.05	112	0	17
2026.02.18	13:41:00	4914.07	4914.73	4913.08	4914.26	113	0	18
2026.02.18	13:42:00	4914.27	4915.05	4913.87	4914.03	92	0	18
2026.02.18	13:43:00	4914.07	4914.33	4913.68	4914.16	50	0	18
2026.02.18	13:44:00	4914.18	4914.24	4910.89	4911.33	85	0	17
2026.02.18	13:45:00	4911.32	4911.39	4908.14	4908.44	247	0	16
2026.02.18	13:46:00	4908.41	4908.51	4906.36	4907.15	250	0	17
2026.02.18	13:47:00	4907.20	4907.95	4906.43	4907.84	102	0	16
2026.02.18	13:48:00	4907.86	4911.09	4907.86	4911.09	101	0	17
2026.02.18	13:49:00	4911.16	4913.65	4910.68	4913.63	125	0	17
2026.02.18	13:50:00	4913.95	4916.05	4913.95	4914.36	220	0	17
2026.02.18	13:51:00	4914.37	4914.48	4912.75	4912.75	159	0	17
2026.02.18	13:52:00	4912.74	4912.75	4911.61	4912.67	103	0	17
2026.02.18	13:53:00	4912.65	4914.47	4912.61	4914.46	86	0	17
2026.02.18	13:54:00	4914.43	4915.24	4914.03	4914.50	104	0	16
2026.02.18	13:55:00	4914.51	4914.53	4911.78	4912.25	123	0	17
2026.02.18	13:56:00	4912.27	4912.32	4909.59	4910.12	147	0	17
2026.02.18	13:57:00	4910.11	4912.06	4910.11	4912.03	98	0	17
2026.02.18	13:58:00	4912.01	4913.38	4911.58	4912.80	97	0	17
2026.02.18	13:59:00	4912.78	4913.28	4912.59	4913.03	50	0	17
2026.02.18	14:00:00	4913.02	4917.58	4912.09	4917.48	239	0	16
2026.02.18	14:01:00	4917.45	4919.64	4916.50	4919.30	309	0	17
2026.02.18	14:02:00	4919.27	4919.53	4917.32	4917.94	270	0	16
2026.02.18	14:03:00	4917.96	4918.58	4917.03	4917.83	184	0	17
2026.02.18	14:04:00	4917.84	4919.80	4917.84	4919.01	190	0	16
2026.02.18	14:05:00	4919.01	4919.63	4918.58	4919.48	176	0	18
2026.02.18	14:06:00	4919.47	4921.09	4919.25	4920.66	277	0	18
2026.02.18	14:07:00	4920.68	4923.90	4920.68	4923.02	290	0	18
2026.02.18	14:08:00	4923.01	4924.25	4922.53	4922.57	261	0	17
2026.02.18	14:09:00	4922.53	4924.28	4921.53	4923.98	220	0	18
2026.02.18	14:10:00	4923.96	4924.73	4923.59	4924.39	173	0	16
2026.02.18	14:11:00	4924.37	4924.67	4922.65	4923.89	178	0	17
2026.02.18	14:12:00	4923.91	4925.44	4923.57	4925.39	189	0	17
2026.02.18	14:13:00	4925.40	4926.16	4921.85	4921.92	247	0	17
2026.02.18	14:14:00	4921.85	4922.69	4921.46	4921.81	137	0	17
2026.02.18	14:15:00	4921.85	4924.08	4921.85	4922.48	210	0	16
2026.02.18	14:16:00	4922.53	4924.29	4922.53	4924.28	204	0	18
2026.02.18	14:17:00	4924.29	4928.03	4924.27	4928.01	223	0	18
2026.02.18	14:18:00	4928.03	4929.44	4927.16	4927.84	308	0	17
2026.02.18	14:19:00	4927.61	4928.89	4925.98	4926.16	227	0	16
2026.02.18	14:20:00	4926.21	4926.33	4924.08	4925.45	189	0	18
2026.02.18	14:21:00	4925.41	4926.76	4924.77	4925.86	142	0	19
2026.02.18	14:22:00	4925.80	4929.24	4925.59	4929.14	205	0	16
2026.02.18	14:23:00	4929.13	4929.21	4926.65	4926.83	279	0	17
2026.02.18	14:24:00	4927.01	4927.20	4925.36	4926.45	158	0	17
2026.02.18	14:25:00	4926.44	4926.46	4924.94	4925.30	127	0	17
2026.02.18	14:26:00	4925.27	4925.58	4922.62	4922.69	187	0	17
2026.02.18	14:27:00	4922.74	4923.74	4922.15	4922.44	173	0	16
2026.02.18	14:28:00	4922.47	4923.62	4922.40	4922.81	138	0	18
2026.02.18	14:29:00	4922.79	4922.91	4921.14	4921.15	151	0	19
2026.02.18	14:30:00	4921.13	4921.22	4920.07	4921.19	190	0	17
2026.02.18	14:31:00	4921.18	4921.19	4919.85	4920.43	172	0	17
2026.02.18	14:32:00	4920.44	4920.79	4917.90	4919.31	256	0	17
2026.02.18	14:33:00	4919.33	4921.29	4919.19	4921.26	257	0	18
2026.02.18	14:34:00	4921.27	4922.83	4921.27	4922.08	177	0	16
2026.02.18	14:35:00	4922.00	4923.81	4921.93	4923.46	190	0	18
2026.02.18	14:36:00	4923.47	4923.59	4920.87	4921.78	193	0	18
2026.02.18	14:37:00	4921.77	4923.56	4921.70	4923.38	107	0	17
2026.02.18	14:38:00	4923.41	4923.96	4922.93	4923.13	116	0	18
2026.02.18	14:39:00	4923.11	4925.35	4923.09	4924.91	142	0	18
2026.02.18	14:40:00	4925.38	4927.90	4925.36	4927.59	180	0	16
2026.02.18	14:41:00	4927.66	4927.98	4925.85	4926.80	219	0	17
2026.02.18	14:42:00	4926.81	4931.14	4926.81	4930.30	243	0	17
2026.02.18	14:43:00	4930.29	4930.64	4928.16	4928.56	194	0	16
2026.02.18	14:44:00	4928.60	4929.56	4928.17	4929.14	147	0	17
2026.02.18	14:45:00	4929.15	4929.98	4928.30	4928.59	158	0	17
2026.02.18	14:46:00	4928.56	4929.73	4928.41	4929.73	108	0	17
2026.02.18	14:47:00	4929.75	4929.93	4928.98	4929.32	105	0	18
2026.02.18	14:48:00	4929.19	4929.59	4928.44	4929.59	113	0	18
2026.02.18	14:49:00	4929.58	4931.19	4929.20	4931.18	187	0	17
2026.02.18	14:50:00	4931.30	4932.12	4930.22	4930.28	211	0	18
2026.02.18	14:51:00	4930.29	4930.89	4929.86	4930.67	141	0	17
2026.02.18	14:52:00	4930.71	4932.77	4929.80	4932.24	165	0	18
2026.02.18	14:53:00	4932.26	4932.99	4931.92	4932.93	189	0	16
2026.02.18	14:54:00	4932.92	4933.58	4932.07	4933.49	159	0	17
2026.02.18	14:55:00	4933.48	4937.14	4933.46	4936.25	217	0	16
2026.02.18	14:56:00	4936.24	4938.24	4935.77	4938.22	195	0	16
2026.02.18	14:57:00	4938.19	4939.32	4936.11	4939.14	207	0	16
2026.02.18	14:58:00	4939.15	4942.35	4938.43	4941.20	267	0	16
2026.02.18	14:59:00	4941.27	4947.13	4940.47	4943.03	386	0	16
2026.02.18	15:00:00	4943.18	4950.40	4943.07	4949.12	308	0	16
2026.02.18	15:01:00	4949.13	4955.15	4949.13	4951.51	416	0	16
2026.02.18	15:02:00	4951.54	4951.68	4949.85	4951.53	288	0	16
2026.02.18	15:03:00	4951.56	4952.21	4949.07	4949.34	250	0	17
2026.02.18	15:04:00	4949.24	4949.28	4946.40	4946.40	254	0	16
2026.02.18	15:05:00	4946.43	4946.98	4944.04	4946.46	215	0	16
2026.02.18	15:06:00	4946.47	4951.91	4946.47	4951.91	254	0	16
2026.02.18	15:07:00	4951.89	4958.93	4951.64	4955.66	444	0	16
2026.02.18	15:08:00	4955.67	4957.93	4955.67	4957.57	279	0	16
2026.02.18	15:09:00	4957.53	4957.53	4954.85	4955.14	252	0	16
2026.02.18	15:10:00	4955.13	4958.20	4953.95	4957.84	305	0	16
2026.02.18	15:11:00	4957.83	4958.29	4956.82	4957.86	247	0	16
2026.02.18	15:12:00	4957.85	4958.44	4956.76	4957.81	192	0	16
2026.02.18	15:13:00	4957.85	4958.25	4955.76	4957.24	281	0	17
2026.02.18	15:14:00	4957.26	4958.11	4955.97	4957.64	290	0	16
2026.02.18	15:15:00	4957.75	4958.94	4957.15	4957.93	287	0	17
2026.02.18	15:16:00	4958.01	4958.92	4957.64	4958.16	221	0	18
2026.02.18	15:17:00	4958.17	4958.95	4955.93	4956.75	270	0	17
2026.02.18	15:18:00	4956.60	4957.33	4955.87	4956.60	190	0	17
2026.02.18	15:19:00	4956.18	4956.45	4955.30	4955.78	165	0	17
2026.02.18	15:20:00	4955.54	4957.33	4954.24	4956.76	299	0	17
2026.02.18	15:21:00	4956.77	4958.98	4956.75	4957.20	272	0	17
2026.02.18	15:22:00	4957.20	4957.26	4953.94	4953.96	194	0	17
2026.02.18	15:23:00	4953.98	4955.26	4952.96	4954.64	246	0	17
2026.02.18	15:24:00	4954.70	4955.56	4952.59	4955.34	232	0	16
2026.02.18	15:25:00	4955.36	4957.66	4953.83	4956.82	226	0	17
2026.02.18	15:26:00	4956.87	4959.11	4956.87	4958.74	221	0	17
2026.02.18	15:27:00	4958.72	4959.33	4957.65	4957.78	175	0	17
2026.02.18	15:28:00	4957.68	4957.70	4955.58	4956.65	191	0	18
2026.02.18	15:29:00	4956.63	4957.49	4955.69	4956.22	211	0	18
2026.02.18	15:30:00	4956.20	4958.32	4955.08	4958.03	282	0	16
2026.02.18	15:31:00	4958.02	4959.10	4957.30	4958.20	223	0	17
2026.02.18	15:32:00	4958.23	4958.29	4955.88	4956.44	201	0	16
2026.02.18	15:33:00	4956.47	4957.94	4956.22	4957.24	176	0	16
2026.02.18	15:34:00	4957.27	4959.46	4955.72	4957.21	309	0	18
2026.02.18	15:35:00	4957.21	4959.57	4957.21	4959.33	342	0	16
2026.02.18	15:36:00	4959.34	4967.57	4959.08	4967.46	536	0	16
2026.02.18	15:37:00	4967.45	4969.10	4964.80	4964.85	380	0	16
2026.02.18	15:38:00	4964.86	4964.89	4961.76	4963.31	313	0	17
2026.02.18	15:39:00	4963.29	4963.33	4961.87	4961.87	278	0	18
2026.02.18	15:40:00	4962.07	4962.63	4957.48	4957.48	359	0	18
2026.02.18	15:41:00	4957.50	4958.25	4955.44	4955.56	330	0	16
2026.02.18	15:42:00	4956.03	4956.09	4953.68	4955.87	318	0	16
2026.02.18	15:43:00	4955.65	4955.65	4952.75	4953.61	253	0	18
2026.02.18	15:44:00	4953.63	4956.05	4952.31	4956.02	276	0	18
2026.02.18	15:45:00	4956.03	4956.73	4950.73	4951.91	316	0	17
2026.02.18	15:46:00	4951.92	4953.74	4951.59	4952.89	206	0	18
2026.02.18	15:47:00	4952.90	4953.40	4952.23	4953.09	142	0	18
2026.02.18	15:48:00	4953.06	4954.48	4952.79	4953.89	162	0	17
2026.02.18	15:49:00	4954.10	4955.18	4952.90	4953.56	190	0	16
2026.02.18	15:50:00	4953.61	4953.69	4951.06	4953.60	220	0	17
2026.02.18	15:51:00	4953.59	4954.99	4952.04	4952.63	230	0	18
2026.02.18	15:52:00	4952.65	4952.85	4949.70	4950.04	256	0	17
2026.02.18	15:53:00	4949.98	4951.16	4949.52	4950.92	199	0	18
2026.02.18	15:54:00	4950.89	4952.18	4950.40	4951.01	172	0	18
2026.02.18	15:55:00	4951.13	4954.06	4950.86	4953.98	223	0	18
2026.02.18	15:56:00	4953.92	4953.92	4951.83	4952.09	200	0	16
2026.02.18	15:57:00	4952.09	4952.19	4949.07	4952.07	209	0	17
2026.02.18	15:58:00	4952.11	4953.69	4952.02	4952.20	187	0	18
2026.02.18	15:59:00	4952.25	4955.60	4952.24	4954.38	251	0	18
2026.02.18	16:00:00	4954.45	4955.71	4953.91	4954.02	242	0	17
2026.02.18	16:01:00	4954.07	4956.70	4954.07	4956.42	233	0	18
2026.02.18	16:02:00	4956.43	4958.46	4955.77	4958.41	231	0	17
2026.02.18	16:03:00	4958.39	4961.16	4957.24	4957.41	274	0	16
2026.02.18	16:04:00	4957.27	4959.20	4956.54	4958.77	214	0	17
2026.02.18	16:05:00	4958.84	4958.84	4955.48	4956.72	261	0	18
2026.02.18	16:06:00	4956.76	4957.85	4954.27	4955.32	216	0	17
2026.02.18	16:07:00	4955.33	4958.01	4955.33	4957.03	244	0	17
2026.02.18	16:08:00	4957.01	4957.07	4954.22	4955.21	235	0	18
2026.02.18	16:09:00	4955.22	4956.36	4954.65	4954.67	196	0	17
2026.02.18	16:10:00	4954.63	4954.90	4953.03	4953.32	159	0	18
2026.02.18	16:11:00	4953.32	4953.74	4952.35	4952.70	189	0	18
2026.02.18	16:12:00	4952.78	4954.33	4952.78	4953.71	172	0	18
2026.02.18	16:13:00	4953.73	4958.82	4953.72	4958.23	251	0	19
2026.02.18	16:14:00	4958.24	4959.98	4957.35	4958.45	317	0	19
2026.02.18	16:15:00	4958.54	4960.88	4956.99	4960.52	252	0	18
2026.02.18	16:16:00	4960.50	4961.38	4959.15	4959.42	198	0	18
2026.02.18	16:17:00	4959.43	4960.18	4959.32	4959.66	170	0	18
2026.02.18	16:18:00	4959.71	4960.60	4959.26	4959.60	224	0	18
2026.02.18	16:19:00	4959.61	4960.19	4959.16	4959.43	253	0	17
2026.02.18	16:20:00	4959.39	4959.39	4956.83	4958.33	304	0	18
2026.02.18	16:21:00	4958.34	4960.07	4956.98	4959.05	236	0	18
2026.02.18	16:22:00	4959.04	4959.04	4956.12	4957.18	210	0	18
2026.02.18	16:23:00	4957.17	4957.17	4955.38	4955.75	139	0	18
2026.02.18	16:24:00	4955.79	4956.95	4955.52	4956.75	148	0	19
2026.02.18	16:25:00	4956.73	4959.07	4956.19	4959.02	154	0	19
2026.02.18	16:26:00	4959.10	4960.25	4956.57	4960.14	162	0	19
2026.02.18	16:27:00	4960.12	4963.58	4959.72	4961.57	232	0	17
2026.02.18	16:28:00	4961.48	4963.49	4960.86	4962.55	292	0	16
2026.02.18	16:29:00	4962.52	4963.42	4960.41	4960.79	277	0	17
2026.02.18	16:30:00	4960.76	4961.70	4955.58	4960.43	537	0	16
2026.02.18	16:31:00	4960.49	4967.92	4960.44	4967.81	563	0	16
2026.02.18	16:32:00	4967.82	4978.70	4966.22	4974.58	560	0	17
2026.02.18	16:33:00	4974.71	4976.72	4969.78	4970.81	600	0	16
2026.02.18	16:34:00	4970.80	4974.84	4970.03	4970.05	466	0	18
2026.02.18	16:35:00	4970.06	4977.75	4969.74	4976.86	631	0	18
2026.02.18	16:36:00	4976.82	4982.40	4973.29	4982.40	597	0	18
2026.02.18	16:37:00	4982.41	4983.51	4976.97	4979.74	516	0	16
2026.02.18	16:38:00	4979.80	4985.54	4979.39	4984.45	483	0	16
2026.02.18	16:39:00	4984.51	4985.54	4981.96	4983.85	555	0	16
2026.02.18	16:40:00	4983.69	4985.00	4980.75	4981.75	489	0	16
2026.02.18	16:41:00	4981.76	4985.49	4980.73	4980.88	530	0	16
2026.02.18	16:42:00	4980.87	4984.71	4980.25	4981.35	486	0	17
2026.02.18	16:43:00	4981.36	4983.79	4981.36	4982.12	437	0	16
2026.02.18	16:44:00	4982.08	4986.21	4979.07	4981.79	501	0	16
2026.02.18	16:45:00	4981.78	4985.06	4980.44	4983.72	438	0	17
2026.02.18	16:46:00	4983.74	4988.64	4982.78	4985.40	462	0	16
2026.02.18	16:47:00	4985.37	4989.17	4984.98	4986.48	473	0	18
2026.02.18	16:48:00	4986.50	4987.83	4981.73	4983.50	489	0	16
2026.02.18	16:49:00	4983.43	4986.06	4981.22	4984.17	517	0	17
2026.02.18	16:50:00	4984.15	4989.36	4984.15	4987.59	559	0	16
2026.02.18	16:51:00	4987.62	4990.51	4986.94	4989.88	565	0	17
2026.02.18	16:52:00	4990.07	4993.47	4989.06	4993.47	530	0	17
2026.02.18	16:53:00	4993.50	4993.87	4991.16	4991.20	342	0	17
2026.02.18	16:54:00	4991.21	4994.28	4990.35	4992.94	274	0	16
2026.02.18	16:55:00	4992.74	4993.58	4990.65	4991.95	478	0	16
2026.02.18	16:56:00	4991.96	4992.65	4990.47	4992.08	390	0	17
2026.02.18	16:57:00	4992.07	4993.91	4990.72	4993.91	458	0	16
2026.02.18	16:58:00	4993.88	4994.29	4991.63	4992.44	460	0	16
2026.02.18	16:59:00	4992.37	4993.74	4991.49	4991.80	520	0	17
2026.02.18	17:00:00	4991.53	4994.56	4991.52	4993.82	531	0	16
2026.02.18	17:01:00	4993.84	5000.29	4993.08	4999.46	365	0	16
2026.02.18	17:02:00	4999.50	4999.60	4995.28	4997.73	495	0	16
2026.02.18	17:03:00	4997.74	5006.81	4997.51	5006.81	453	0	16
2026.02.18	17:04:00	5006.86	5008.13	5002.49	5003.76	561	0	16
2026.02.18	17:05:00	5003.71	5006.18	5002.42	5006.14	406	0	16
2026.02.18	17:06:00	5006.07	5006.27	5001.37	5002.26	396	0	16
2026.02.18	17:07:00	5002.24	5004.08	4994.56	4995.90	466	0	16
2026.02.18	17:08:00	4995.96	4999.56	4995.88	4998.30	414	0	18
2026.02.18	17:09:00	4998.36	4999.50	4997.80	4998.36	274	0	16
2026.02.18	17:10:00	4998.33	5000.78	4997.94	4998.12	319	0	16
2026.02.18	17:11:00	4998.10	4998.40	4994.58	4998.28	428	0	16
2026.02.18	17:12:00	4998.32	4998.89	4996.89	4998.66	374	0	16
2026.02.18	17:13:00	4998.67	5001.19	4998.10	5000.29	260	0	18
2026.02.18	17:14:00	5000.41	5004.84	5000.33	5004.05	275	0	17
2026.02.18	17:15:00	5004.07	5004.69	5001.83	5003.37	295	0	17
2026.02.18	17:16:00	5003.27	5008.97	5002.03	5007.90	435	0	16
2026.02.18	17:17:00	5007.85	5008.22	5002.45	5002.53	319	0	16
2026.02.18	17:18:00	5002.52	5003.69	5000.44	5001.27	363	0	17
2026.02.18	17:19:00	5001.26	5005.21	5001.17	5005.15	313	0	16
2026.02.18	17:20:00	5005.14	5007.36	5004.27	5004.27	227	0	18
2026.02.18	17:21:00	5004.26	5004.85	5003.41	5003.43	224	0	16
2026.02.18	17:22:00	5003.44	5004.07	5001.98	5003.78	211	0	17
2026.02.18	17:23:00	5003.86	5006.20	5003.86	5006.17	208	0	17
2026.02.18	17:24:00	5006.16	5006.75	5003.23	5005.54	258	0	16
2026.02.18	17:25:00	5005.80	5006.61	5003.18	5003.18	259	0	16
2026.02.18	17:26:00	5003.22	5007.39	5003.17	5007.37	214	0	16
2026.02.18	17:27:00	5007.38	5007.38	5005.14	5005.82	186	0	17
2026.02.18	17:28:00	5005.86	5005.89	5002.82	5003.84	199	0	16
2026.02.18	17:29:00	5003.85	5004.76	5003.69	5004.65	219	0	18
2026.02.18	17:30:00	5004.61	5005.10	5001.47	5001.65	302	0	17
2026.02.18	17:31:00	5001.50	5002.23	5000.07	5001.52	303	0	17
2026.02.18	17:32:00	5001.56	5004.75	5001.56	5004.46	363	0	18
2026.02.18	17:33:00	5004.41	5004.83	5002.76	5003.41	364	0	17
2026.02.18	17:34:00	5003.54	5003.67	5001.23	5001.62	317	0	18
2026.02.18	17:35:00	5001.61	5003.85	5000.32	5003.53	412	0	18
2026.02.18	17:36:00	5003.52	5003.88	5000.69	5000.87	337	0	17
2026.02.18	17:37:00	5000.88	5001.87	4999.65	5001.15	312	0	18
2026.02.18	17:38:00	5001.17	5004.12	4998.30	4998.86	409	0	18
2026.02.18	17:39:00	4998.81	4999.38	4997.36	4999.24	315	0	17
2026.02.18	17:40:00	4999.22	5002.34	4998.70	5002.23	332	0	17
2026.02.18	17:41:00	5002.22	5002.56	4999.56	5000.98	301	0	18
2026.02.18	17:42:00	5001.00	5002.67	5000.54	5000.64	237	0	17
2026.02.18	17:43:00	5000.65	5002.25	5000.63	5001.83	307	0	17
2026.02.18	17:44:00	5001.79	5001.88	5000.13	5000.31	213	0	18
2026.02.18	17:45:00	5000.35	5000.51	4996.91	4997.59	364	0	17
2026.02.18	17:46:00	4997.60	4999.51	4996.61	4999.22	248	0	16
2026.02.18	17:47:00	4999.21	4999.21	4996.43	4997.03	283	0	17
2026.02.18	17:48:00	4997.09	4997.72	4996.61	4996.91	197	0	17
2026.02.18	17:49:00	4996.89	4998.75	4996.63	4998.40	265	0	16
2026.02.18	17:50:00	4998.38	4999.30	4997.98	4998.23	230	0	17
2026.02.18	17:51:00	4998.22	4999.19	4997.64	4998.15	165	0	17
2026.02.18	17:52:00	4998.12	4998.71	4996.28	4996.60	264	0	17
2026.02.18	17:53:00	4996.61	4997.82	4995.94	4996.80	280	0	17
2026.02.18	17:54:00	4996.85	4996.85	4995.03	4995.68	230	0	17
2026.02.18	17:55:00	4995.69	4996.58	4995.06	4995.73	222	0	17
2026.02.18	17:56:00	4995.70	4996.91	4995.00	4996.91	170	0	17
2026.02.18	17:57:00	4997.00	4997.00	4995.60	4996.73	222	0	16
2026.02.18	17:58:00	4996.82	4997.48	4995.51	4995.75	241	0	16
2026.02.18	17:59:00	4995.77	4998.16	4995.75	4998.06	225	0	17
2026.02.18	18:00:00	4998.08	4999.45	4997.26	4998.69	350	0	16
2026.02.18	18:01:00	4998.65	4999.55	4997.40	4997.44	377	0	16
2026.02.18	18:02:00	4997.42	5000.00	4996.80	5000.00	241	0	17
2026.02.18	18:03:00	5000.06	5002.57	5000.06	5002.26	318	0	16
2026.02.18	18:04:00	5002.27	5003.17	5002.00	5003.15	214	0	17
2026.02.18	18:05:00	5003.13	5003.13	5001.53	5002.50	256	0	17
2026.02.18	18:06:00	5002.48	5003.00	4999.77	5000.34	232	0	17
2026.02.18	18:07:00	5000.29	5001.69	5000.22	5000.71	170	0	16
2026.02.18	18:08:00	5000.72	5001.00	4999.08	4999.48	171	0	16
2026.02.18	18:09:00	4999.55	5000.54	4998.59	4999.12	226	0	16
2026.02.18	18:10:00	4999.13	4999.92	4998.04	4998.79	199	0	17
2026.02.18	18:11:00	4998.77	5000.89	4998.72	5000.49	154	0	17
2026.02.18	18:12:00	5000.47	5000.98	4998.59	4999.20	226	0	17
2026.02.18	18:13:00	4999.15	4999.15	4997.00	4997.74	195	0	16
2026.02.18	18:14:00	4997.78	4999.94	4997.56	4999.56	211	0	18
2026.02.18	18:15:00	4999.57	4999.58	4997.19	4997.54	231	0	17
2026.02.18	18:16:00	4997.52	4998.30	4996.65	4997.51	288	0	18
2026.02.18	18:17:00	4997.50	5000.07	4996.76	5000.04	198	0	17
2026.02.18	18:18:00	5000.08	5000.09	4998.69	4999.31	155	0	16
2026.02.18	18:19:00	4999.32	4999.39	4996.96	4997.13	199	0	17
2026.02.18	18:20:00	4997.09	4998.00	4995.87	4997.74	270	0	17
2026.02.18	18:21:00	4997.72	4997.73	4995.89	4996.41	312	0	17
2026.02.18	18:22:00	4996.43	4996.44	4991.87	4993.48	342	0	17
2026.02.18	18:23:00	4993.45	4995.34	4993.34	4994.28	310	0	16
2026.02.18	18:24:00	4994.33	4994.66	4992.20	4993.48	249	0	17
2026.02.18	18:25:00	4993.43	4993.64	4991.81	4992.67	282	0	17
2026.02.18	18:26:00	4992.70	4993.17	4991.45	4991.62	214	0	16
2026.02.18	18:27:00	4991.58	4993.88	4991.58	4992.51	309	0	18
2026.02.18	18:28:00	4992.53	4994.82	4991.91	4994.19	317	0	17
2026.02.18	18:29:00	4994.20	4997.20	4993.99	4996.89	270	0	18
2026.02.18	18:30:00	4996.86	4997.06	4994.55	4996.47	337	0	17
2026.02.18	18:31:00	4996.48	4999.02	4996.48	4997.60	366	0	17
2026.02.18	18:32:00	4997.57	4999.62	4996.59	4999.55	303	0	17
2026.02.18	18:33:00	4999.52	5000.69	4998.43	5000.67	242	0	18
2026.02.18	18:34:00	5000.64	5001.18	5000.15	5001.10	219	0	17
2026.02.18	18:35:00	5001.13	5004.56	5000.76	5004.24	399	0	17
2026.02.18	18:36:00	5004.23	5004.56	5002.66	5002.77	296	0	18
2026.02.18	18:37:00	5002.79	5003.64	5000.19	5000.33	326	0	18
2026.02.18	18:38:00	5000.32	5000.98	4999.53	4999.63	251	0	17
2026.02.18	18:39:00	4999.63	5001.72	4999.63	5001.32	277	0	18
2026.02.18	18:40:00	5001.35	5002.65	5001.04	5002.48	293	0	18
2026.02.18	18:41:00	5002.41	5005.84	5002.09	5005.71	371	0	16
2026.02.18	18:42:00	5005.66	5006.70	5004.59	5006.69	371	0	16
2026.02.18	18:43:00	5006.66	5006.66	5004.81	5005.86	308	0	17
2026.02.18	18:44:00	5005.61	5005.73	5004.48	5005.48	263	0	18
2026.02.18	18:45:00	5005.51	5007.32	5004.98	5006.76	322	0	18
2026.02.18	18:46:00	5006.70	5007.04	5005.11	5005.70	294	0	17
2026.02.18	18:47:00	5005.71	5010.50	5004.72	5009.92	323	0	17
2026.02.18	18:48:00	5009.92	5010.87	5007.59	5007.88	334	0	16
2026.02.18	18:49:00	5007.87	5007.87	5004.44	5004.53	338	0	18
